listing_id,date
2595,2009-11-21
2595,2009-12-05
2595,2009-12-10
2595,2010-04-09
2595,2010-05-25
2595,2012-05-07
2595,2012-05-17
2595,2012-08-18
2595,2013-05-20
2595,2014-05-21
2595,2014-07-10
2595,2014-09-28
2595,2014-10-07
2595,2014-10-18
2595,2015-03-30
2595,2015-04-21
2595,2015-05-19
2595,2015-09-21
2595,2015-09-28
2595,2016-04-11
2595,2017-07-22
2595,2017-09-16
2595,2017-10-16
2595,2017-10-29
2595,2017-11-04
2595,2017-12-03
2595,2017-12-10
2595,2017-12-31
2595,2018-01-01
2595,2018-04-29
2595,2018-05-18
2595,2018-05-27
2595,2018-06-06
2595,2018-06-29
2595,2018-09-27
2595,2018-10-01
2595,2018-10-08
2595,2018-10-21
2595,2018-11-04
2595,2018-11-14
2595,2018-12-02
2595,2018-12-16
2595,2019-01-02
2595,2019-05-07
2595,2019-05-21
2595,2019-07-14
2595,2019-08-21
2595,2019-11-04
2595,2022-06-21
5121,2009-05-28
5121,2009-07-04
5121,2009-10-27
5121,2009-11-21
5121,2009-12-14
5121,2009-12-28
5121,2010-02-07
5121,2010-02-25
5121,2010-03-28
5121,2010-06-14
5121,2010-07-19
5121,2010-07-25
5121,2010-07-27
5121,2010-08-01
5121,2010-08-31
5121,2010-09-14
5121,2011-01-31
5121,2011-04-02
5121,2011-04-18
5121,2011-07-12
5121,2011-07-28
5121,2011-09-12
5121,2011-11-08
5121,2012-05-03
5121,2012-10-02
5121,2012-10-30
5121,2013-01-27
5121,2013-03-01
5121,2013-04-04
5121,2013-07-04
5121,2013-11-13
5121,2014-01-01
5121,2014-01-22
5121,2014-03-02
5121,2014-08-10
5121,2014-11-11
5121,2015-05-03
5121,2015-06-01
5121,2015-07-20
5121,2015-08-24
5121,2015-09-24
5121,2015-09-28
5121,2015-10-25
5121,2015-11-01
5121,2016-05-19
5121,2016-05-23
5121,2016-05-28
5121,2016-06-05
5121,2017-10-05
5121,2019-12-02
6848,2009-05-25
6848,2009-05-29
6848,2009-06-07
6848,2009-06-14
6848,2009-07-08
6848,2009-07-22
6848,2009-07-27
6848,2009-08-03
6848,2009-10-07
6848,2009-12-04
6848,2009-12-06
6848,2010-01-11
6848,2010-02-17
6848,2010-05-15
6848,2010-09-29
6848,2010-10-01
6848,2010-10-24
6848,2010-11-22
6848,2012-09-27
6848,2012-11-05
6848,2013-01-26
6848,2013-02-17
6848,2013-05-23
6848,2013-06-18
6848,2013-09-28
6848,2013-10-13
6848,2013-11-11
6848,2013-11-23
6848,2013-12-03
6848,2013-12-07
6848,2013-12-16
6848,2013-12-24
6848,2014-03-17
6848,2014-03-27
6848,2014-05-06
6848,2014-05-11
6848,2016-02-02
6848,2016-02-13
6848,2016-02-16
6848,2016-02-25
6848,2016-03-03
6848,2016-03-15
6848,2016-03-31
6848,2016-04-05
6848,2016-04-18
6848,2016-05-01
6848,2016-05-14
6848,2016-05-16
6848,2016-06-05
6848,2016-06-08
6848,2016-06-21
6848,2016-07-04
6848,2016-07-18
6848,2016-07-25
6848,2016-08-03
6848,2016-08-08
6848,2016-08-09
6848,2016-08-14
6848,2016-08-21
6848,2016-08-28
6848,2016-09-07
6848,2016-09-09
6848,2016-09-16
6848,2016-09-21
6848,2016-09-24
6848,2016-09-26
6848,2016-10-27
6848,2016-11-09
6848,2016-11-20
6848,2016-12-01
6848,2017-04-19
6848,2017-04-25
6848,2017-05-22
6848,2017-06-12
6848,2017-07-10
6848,2017-07-15
6848,2017-07-19
6848,2017-08-10
6848,2017-08-19
6848,2017-09-07
6848,2017-09-16
6848,2017-10-14
6848,2017-12-06
6848,2018-02-05
6848,2018-02-25
6848,2018-03-10
6848,2018-03-13
6848,2018-03-20
6848,2018-03-22
6848,2018-03-30
6848,2018-04-15
6848,2018-04-29
6848,2018-05-12
6848,2018-06-09
6848,2018-06-28
6848,2018-07-04
6848,2018-07-13
6848,2018-07-17
6848,2018-07-30
6848,2018-08-23
6848,2018-08-27
6848,2018-09-06
6848,2018-09-21
6848,2018-10-13
6848,2018-10-27
6848,2018-11-01
6848,2018-11-07
6848,2018-11-11
6848,2018-11-18
6848,2018-11-21
6848,2018-11-26
6848,2018-11-28
6848,2018-12-04
6848,2018-12-07
6848,2018-12-09
6848,2018-12-11
6848,2018-12-17
6848,2018-12-26
6848,2019-01-03
6848,2019-01-09
6848,2019-01-28
6848,2019-02-06
6848,2019-02-10
6848,2019-02-17
6848,2019-02-19
6848,2019-02-27
6848,2019-03-09
6848,2019-03-13
6848,2019-03-15
6848,2019-03-18
6848,2019-03-21
6848,2019-03-26
6848,2019-04-02
6848,2019-04-04
6848,2019-04-15
6848,2019-04-17
6848,2019-04-26
6848,2019-05-03
6848,2019-05-09
6848,2019-05-13
6848,2019-05-16
6848,2019-05-23
6848,2019-05-29
6848,2019-06-05
6848,2019-06-08
6848,2019-06-13
6848,2019-06-29
6848,2019-07-05
6848,2019-07-10
6848,2019-07-18
6848,2019-07-25
6848,2019-07-29
6848,2019-08-02
6848,2019-08-05
6848,2019-08-09
6848,2019-08-14
6848,2019-08-28
6848,2019-09-01
6848,2019-09-06
6848,2019-09-17
6848,2019-09-29
6848,2019-10-13
6848,2019-10-15
6848,2019-10-23
6848,2019-10-31
6848,2019-11-02
6848,2019-11-10
6848,2019-11-15
6848,2019-11-22
6848,2019-11-25
6848,2019-12-15
6848,2019-12-18
6848,2019-12-20
6848,2019-12-23
6848,2020-02-24
6848,2020-02-28
6848,2020-03-01
6848,2020-03-07
6848,2020-03-09
6848,2020-03-16
6848,2021-08-10
6848,2021-11-30
6848,2022-01-02
6848,2022-02-20
6848,2022-07-07
6848,2022-09-24
6848,2022-11-02
6848,2022-12-11
6848,2023-02-04
6848,2023-05-28
6848,2023-08-14
6848,2024-01-08
6872,2022-06-05
77765,2011-03-26
77765,2011-04-29
77765,2011-06-06
77765,2011-06-15
77765,2011-06-22
77765,2011-07-16
77765,2011-10-16
6990,2009-10-28
77765,2011-10-19
77765,2011-11-07
77765,2011-11-15
77765,2011-12-18
77765,2012-06-27
45737,2010-10-20
45737,2010-10-24
45737,2011-02-18
45737,2011-03-09
45737,2011-03-29
45737,2011-04-16
45737,2011-04-18
6990,2009-10-31
6990,2009-11-03
6990,2009-11-13
6990,2009-11-22
45737,2011-04-26
45737,2011-05-07
45737,2011-05-09
77765,2012-10-17
77765,2012-12-11
77765,2014-05-05
77765,2014-05-09
77765,2014-07-08
77765,2014-07-19
77765,2014-09-20
77765,2014-10-27
77765,2015-04-26
77765,2015-05-05
6990,2009-11-29
6990,2009-12-05
6990,2009-12-06
6990,2009-12-22
6990,2010-01-03
6990,2010-01-26
6990,2010-02-19
6990,2010-03-06
6990,2010-03-19
77765,2016-05-24
77765,2016-07-23
77765,2017-03-30
77765,2017-06-01
77765,2017-07-31
77765,2018-05-18
77765,2018-06-17
77765,2018-08-03
77765,2018-11-04
77765,2019-03-28
77765,2019-04-28
77765,2019-06-24
77765,2019-07-01
77765,2019-08-17
77765,2019-09-20
77765,2022-04-02
77765,2022-04-19
77765,2022-04-24
77765,2022-07-18
77765,2022-10-23
77765,2022-12-05
77765,2022-12-16
77765,2023-01-16
77765,2023-03-04
77765,2023-03-12
77765,2023-03-19
77765,2023-04-16
77765,2023-05-29
77765,2023-06-17
77765,2023-06-25
77765,2023-09-24
77765,2023-10-06
77765,2023-10-07
77765,2023-11-12
77765,2023-11-19
77765,2024-01-01
77765,2024-02-24
45737,2011-05-20
45737,2011-10-16
45737,2013-10-14
45737,2014-01-23
45737,2014-11-10
6990,2010-03-22
6990,2010-03-31
6990,2010-04-17
6990,2010-04-23
6990,2010-05-03
6990,2010-05-21
6990,2010-09-01
6990,2010-09-07
6990,2010-09-08
6990,2010-09-17
6990,2010-09-24
6990,2010-10-17
6990,2010-10-21
45737,2014-11-27
45737,2014-11-30
6990,2010-10-25
6990,2010-11-02
6990,2010-11-09
6990,2010-11-15
6990,2010-11-21
6990,2010-11-27
6990,2010-12-06
6990,2010-12-28
6990,2011-01-05
6990,2011-02-15
45737,2015-01-18
79067,2015-09-23
79067,2015-09-29
6990,2011-02-25
79067,2016-01-05
79067,2016-04-27
6990,2011-03-06
6990,2011-03-11
6990,2011-03-21
6990,2011-04-01
6990,2011-04-07
6990,2011-04-17
6990,2011-05-03
6990,2011-05-12
79067,2016-05-30
79067,2016-10-05
79067,2016-12-31
79067,2017-08-18
45737,2015-02-22
6990,2011-05-24
45737,2015-05-01
45737,2015-05-24
79067,2017-08-29
79067,2018-01-02
6990,2011-05-29
6990,2011-06-05
6990,2011-06-12
6990,2011-06-18
6990,2011-06-30
6990,2011-07-07
79067,2019-01-02
45737,2015-06-21
45737,2015-07-11
45737,2021-10-10
45737,2022-01-09
6990,2011-07-14
6990,2011-07-18
6990,2011-07-23
6990,2011-08-15
6990,2011-08-22
6990,2011-08-28
45737,2023-03-08
45737,2023-05-11
80493,2011-03-31
80493,2011-04-09
80493,2011-04-19
80493,2011-05-09
80493,2011-05-16
80493,2011-06-07
6990,2011-09-11
6990,2011-09-17
6990,2011-09-20
6990,2011-09-24
6990,2011-09-28
6990,2011-10-13
6990,2011-10-22
6990,2011-10-30
6990,2011-11-21
6990,2011-12-03
6990,2011-12-16
6990,2011-12-23
6990,2012-01-03
45737,2023-06-19
6990,2012-01-27
6990,2012-03-06
6990,2012-04-02
6990,2012-04-18
6990,2012-04-25
6990,2012-05-12
6990,2012-05-27
6990,2012-06-05
45737,2023-08-26
80493,2011-06-11
80493,2011-06-20
80493,2011-06-22
80493,2011-06-26
80493,2011-07-14
80493,2011-07-24
80493,2011-09-01
80493,2011-12-29
80493,2011-12-31
80493,2012-01-06
80493,2012-03-12
80493,2012-03-17
80493,2012-03-30
80493,2012-04-17
80493,2012-06-15
80493,2012-06-24
80493,2012-06-25
80493,2012-08-09
80493,2012-11-20
80493,2013-03-05
6990,2012-08-23
6990,2012-09-14
6990,2012-09-17
6990,2012-09-22
6990,2012-10-06
6990,2012-10-13
6990,2012-10-17
6990,2012-11-13
6990,2012-11-18
80493,2013-03-16
80493,2013-03-26
80493,2013-04-12
80493,2013-04-14
80493,2013-05-12
80493,2013-06-01
80493,2013-06-04
80493,2013-06-11
80493,2013-06-13
80493,2013-06-19
80493,2013-08-20
80493,2013-08-29
80493,2013-09-04
6990,2012-11-30
80493,2013-09-10
80493,2013-09-17
80493,2013-09-18
80493,2013-09-22
80493,2013-09-24
80493,2013-09-28
80493,2013-10-05
45910,2012-01-03
45910,2012-05-13
45910,2013-11-09
45910,2014-04-17
45910,2014-05-22
45910,2015-05-17
45910,2015-09-17
45910,2015-09-29
45910,2017-06-18
45910,2019-05-12
45910,2019-07-01
45910,2019-10-29
45910,2019-11-12
6990,2012-12-06
6990,2012-12-11
6990,2012-12-17
6990,2013-01-03
6990,2013-01-22
6990,2013-05-19
6990,2013-05-23
6990,2013-09-06
6990,2013-09-21
45936,2011-01-02
80493,2013-10-09
6990,2013-09-27
6990,2013-10-14
6990,2013-10-21
80493,2013-10-10
80493,2013-10-11
80493,2013-10-14
45936,2011-04-10
6990,2013-11-16
6990,2013-12-02
6990,2013-12-16
6990,2013-12-22
6990,2014-01-15
6990,2014-01-26
6990,2014-02-02
6990,2014-03-11
6990,2014-03-24
45936,2011-04-28
45936,2011-05-10
45936,2011-05-31
45936,2011-06-03
45936,2011-06-06
45936,2011-06-13
45936,2011-06-17
45936,2011-08-02
45936,2011-08-19
45936,2011-08-24
45936,2011-09-01
45936,2011-09-13
80493,2013-10-15
80493,2013-10-16
80493,2013-10-26
80493,2013-10-28
80493,2013-11-10
80493,2013-11-15
80493,2013-11-22
80493,2013-11-26
80493,2013-11-28
80493,2013-12-05
80493,2013-12-10
80493,2013-12-12
80493,2013-12-16
80493,2014-01-02
6990,2014-04-13
6990,2014-04-17
6990,2014-04-25
6990,2014-05-03
6990,2014-05-20
6990,2014-06-09
6990,2014-06-20
6990,2014-06-24
6990,2014-07-13
6990,2014-07-28
6990,2014-08-02
6990,2014-08-14
6990,2014-08-18
6990,2014-08-26
6990,2014-08-30
80493,2014-02-19
80493,2014-03-11
80493,2014-03-26
80493,2014-04-14
80493,2014-04-16
80493,2014-04-17
80493,2014-04-19
80493,2014-04-24
80493,2014-04-27
80493,2014-05-05
80493,2014-05-18
80493,2014-05-22
80493,2014-05-27
80493,2014-06-05
80493,2014-06-20
80493,2014-07-14
45936,2011-09-21
45936,2011-09-29
45936,2011-10-14
45936,2011-10-18
45936,2011-10-21
45936,2011-11-03
45936,2011-11-07
45936,2011-11-14
45936,2011-12-12
45936,2012-01-07
6990,2014-09-06
6990,2014-09-13
6990,2014-09-19
6990,2014-09-30
45936,2012-03-01
45936,2012-03-06
45936,2012-04-30
45936,2012-05-18
45936,2012-05-20
45936,2012-05-24
45936,2012-06-14
45936,2012-07-08
45936,2012-07-21
45936,2012-08-11
80493,2014-07-19
80493,2014-09-21
80493,2014-09-25
80493,2014-10-11
80493,2014-10-19
80493,2014-11-19
80493,2014-12-03
80493,2014-12-10
80493,2014-12-30
80493,2015-01-03
80493,2015-02-06
6990,2014-10-13
6990,2014-10-21
6990,2014-10-26
6990,2014-11-05
6990,2014-11-10
80493,2015-03-21
80493,2015-04-29
80493,2015-05-07
80493,2015-05-16
80493,2015-05-30
80493,2015-08-19
80493,2015-08-26
80493,2015-09-12
80493,2015-09-30
80493,2015-11-21
80493,2015-12-03
80493,2016-02-28
80493,2016-04-02
80493,2016-05-08
45936,2012-08-17
45936,2012-08-20
45936,2012-09-03
45936,2012-09-07
45936,2012-09-17
45936,2012-09-17
45936,2012-09-25
45936,2012-10-11
45936,2012-10-18
6990,2014-11-15
6990,2014-11-27
6990,2014-12-12
6990,2015-01-02
6990,2015-01-18
6990,2015-02-04
6990,2015-02-15
6990,2015-02-20
6990,2015-03-10
6990,2015-03-14
6990,2015-03-21
6990,2015-04-05
45936,2012-10-24
45936,2012-10-27
45936,2012-10-30
45936,2012-11-26
45936,2012-12-04
45936,2012-12-11
45936,2012-12-18
45936,2013-06-02
80493,2016-06-21
80493,2016-10-10
80493,2016-10-21
80493,2016-11-27
80493,2017-07-08
80493,2017-08-17
6990,2015-04-12
6990,2015-04-21
6990,2015-05-03
6990,2015-09-05
6990,2015-09-19
6990,2015-09-24
6990,2015-09-29
6990,2015-10-04
80493,2017-08-31
80493,2017-09-11
80493,2017-09-24
80493,2017-10-02
80493,2017-11-05
80493,2017-11-13
80493,2017-11-28
80493,2017-12-04
80493,2017-12-15
80493,2017-12-18
80493,2017-12-26
80493,2017-12-28
80493,2018-01-02
80493,2018-04-07
80493,2018-04-11
80493,2018-04-24
45936,2013-06-22
45936,2013-07-08
45936,2013-08-02
45936,2013-08-18
6990,2015-10-08
6990,2015-10-18
80493,2018-04-26
80493,2018-04-28
80493,2018-05-02
80493,2018-05-04
80493,2018-05-06
80493,2018-05-08
80493,2018-05-23
80493,2018-05-30
6990,2015-11-10
6990,2015-11-14
6990,2015-11-19
6990,2015-11-25
6990,2015-12-01
6990,2015-12-05
6990,2015-12-10
80493,2018-06-02
80493,2018-06-07
80493,2018-06-13
80493,2018-06-15
80493,2018-06-25
80493,2018-07-04
80493,2018-07-09
80493,2018-07-21
45936,2013-10-04
45936,2013-10-06
45936,2013-10-10
45936,2013-10-15
45936,2013-11-05
6990,2015-12-14
6990,2016-01-03
6990,2016-01-11
45936,2013-11-11
45936,2013-11-17
45936,2014-01-08
45936,2014-05-05
80493,2018-07-24
80493,2018-08-05
80493,2018-08-16
80493,2018-09-08
80493,2018-09-13
6990,2016-02-22
6990,2016-03-10
6990,2016-03-17
6990,2016-03-20
6990,2016-03-26
6990,2016-04-13
6990,2016-04-17
6990,2016-04-25
6990,2016-05-06
80493,2018-09-20
80493,2018-09-27
80493,2018-10-08
80493,2018-10-22
80493,2018-10-30
80493,2018-11-03
80493,2018-11-18
80493,2018-12-07
80493,2018-12-11
80493,2018-12-17
80493,2019-01-01
80493,2019-03-06
80493,2019-03-12
80493,2019-03-17
80493,2019-04-06
80493,2019-04-13
45936,2014-06-04
6990,2016-05-12
6990,2016-09-07
6990,2016-09-14
6990,2016-09-29
45936,2014-06-12
45936,2014-06-15
80493,2019-04-18
80493,2019-04-25
80493,2019-05-06
80493,2019-05-14
80493,2019-05-18
80493,2019-06-22
80493,2019-07-04
80493,2019-07-15
80493,2019-08-24
80493,2019-09-09
80493,2019-09-18
80493,2019-09-26
80493,2019-10-07
80493,2019-10-17
6990,2016-10-14
6990,2016-10-18
6990,2016-10-25
6990,2016-11-07
6990,2016-11-13
6990,2016-11-20
80493,2019-10-17
80493,2019-10-27
80493,2019-11-23
80493,2019-11-27
80493,2019-12-10
80493,2019-12-18
80493,2019-12-28
80493,2020-01-12
80493,2020-01-14
80493,2020-02-11
80493,2020-02-24
80493,2020-03-08
80493,2020-03-12
80493,2020-06-11
80493,2020-08-08
80493,2021-05-28
80493,2021-08-31
80493,2022-03-19
80493,2022-04-13
80493,2022-04-22
80493,2022-06-28
80493,2022-07-03
80493,2022-07-08
80493,2022-07-30
80493,2022-08-04
80493,2022-08-13
80493,2022-09-01
80493,2022-09-24
45936,2014-08-12
45936,2014-08-17
45936,2014-08-31
45936,2014-09-11
45936,2014-09-17
45936,2014-09-19
45936,2014-09-23
45936,2014-10-06
45936,2015-02-16
45936,2015-04-28
45936,2015-08-01
45936,2015-12-16
45936,2016-05-16
45936,2016-06-12
45936,2016-06-24
45936,2016-07-31
45936,2016-08-12
45936,2016-09-10
45936,2016-09-18
45936,2016-09-25
45936,2016-10-10
45936,2016-10-20
45936,2017-07-02
45936,2017-07-31
45936,2017-09-10
45936,2017-09-20
45936,2017-09-29
45936,2017-12-12
45936,2018-01-03
45936,2018-02-10
45936,2018-02-22
45936,2018-05-05
45936,2018-05-11
45936,2018-05-23
45936,2018-05-27
45936,2018-05-31
45936,2018-06-08
45936,2018-06-16
45936,2018-06-21
45936,2018-07-17
45936,2018-07-26
6990,2016-11-29
6990,2016-12-08
6990,2016-12-12
6990,2016-12-18
6990,2016-12-24
6990,2017-02-09
6990,2017-02-15
6990,2017-03-12
80493,2022-11-13
80493,2022-11-26
80493,2022-11-27
80493,2022-12-03
80493,2022-12-10
80493,2022-12-18
80493,2022-12-24
80493,2022-12-29
80493,2023-01-03
80493,2023-01-07
80493,2023-01-16
80493,2023-02-04
80493,2023-02-19
80493,2023-03-08
80493,2023-03-22
80493,2023-04-05
80493,2023-05-04
80493,2023-05-11
80493,2023-05-15
80493,2023-05-23
80493,2023-07-05
80493,2023-07-25
80493,2023-08-01
80493,2023-09-16
80493,2023-10-05
80493,2023-12-31
80493,2024-02-01
6990,2017-03-18
45936,2018-08-03
45936,2018-09-15
45936,2018-09-24
45936,2018-09-29
45936,2018-10-07
45936,2018-10-16
45936,2018-10-30
45936,2018-12-22
6990,2017-03-27
6990,2017-04-06
6990,2017-04-11
6990,2017-04-17
6990,2017-04-22
6990,2017-04-28
6990,2017-05-06
45936,2019-05-05
45936,2019-05-14
45936,2019-07-27
45936,2019-08-08
45936,2019-08-18
45936,2019-08-25
45936,2019-12-14
45936,2020-03-04
45936,2021-08-02
45936,2021-08-26
45936,2022-03-11
45936,2022-04-22
45936,2022-06-10
80684,2011-11-20
80684,2012-01-23
80684,2012-04-28
80684,2013-05-19
80684,2014-10-10
80684,2014-10-27
80684,2016-03-27
80684,2021-11-12
80684,2021-11-13
80684,2022-09-12
6990,2017-05-10
6990,2017-05-24
6990,2017-05-28
6990,2017-06-01
6990,2017-06-05
6990,2017-06-11
6990,2017-06-21
6990,2017-06-26
6990,2017-07-05
6990,2017-07-21
6990,2017-09-03
6990,2017-09-08
6990,2017-09-17
6990,2017-09-23
6990,2017-10-09
6990,2017-11-13
6990,2017-11-18
6990,2017-12-02
6990,2017-12-12
6990,2017-12-18
45936,2022-07-11
45936,2023-01-07
45936,2023-04-15
6990,2017-12-22
6990,2017-12-31
6990,2018-01-05
6990,2018-04-02
6990,2018-04-12
6990,2018-04-28
6990,2018-09-15
6990,2019-04-14
6990,2019-06-25
6990,2019-10-04
6990,2019-12-09
6990,2021-07-04
6990,2021-12-31
6990,2022-01-31
45936,2023-05-31
80700,2011-10-18
80700,2011-12-24
6990,2022-03-06
6990,2022-05-10
80700,2012-04-30
46544,2010-12-09
6990,2022-08-31
6990,2022-10-01
6990,2022-10-14
6990,2022-10-21
6990,2023-01-01
6990,2023-03-26
6990,2023-05-17
6990,2023-08-14
7064,2010-08-17
46544,2011-01-05
46544,2011-02-14
46544,2011-05-27
46544,2011-09-14
46544,2011-10-04
46544,2011-11-01
46544,2012-01-06
46544,2012-04-19
46544,2012-07-11
46544,2012-08-14
46544,2012-09-21
46544,2012-10-16
46544,2012-10-26
46544,2012-12-09
46544,2013-01-03
46544,2013-04-13
46544,2013-09-03
46544,2013-09-24
46544,2013-10-17
46544,2013-11-05
46544,2013-12-04
80700,2013-04-13
80700,2014-10-30
80700,2016-05-31
80700,2019-05-24
80700,2022-05-16
80700,2022-09-05
7064,2010-10-26
7064,2011-08-09
80700,2022-10-22
7064,2012-01-03
7064,2012-11-09
7064,2013-08-25
7064,2014-08-25
7064,2015-05-24
7064,2015-08-31
7064,2022-07-31
7064,2022-08-16
46544,2013-12-09
46544,2014-01-03
46544,2014-03-14
7064,2022-09-09
7064,2022-09-12
7097,2010-01-16
46544,2014-04-01
46544,2014-04-15
46544,2014-06-04
46544,2014-06-16
46544,2014-07-09
46544,2014-07-22
46544,2014-08-18
46544,2014-10-10
80924,2014-01-30
80924,2014-05-25
80924,2015-02-16
80924,2015-04-17
80924,2015-04-20
7097,2010-04-26
7097,2010-05-03
7097,2010-05-21
80924,2015-06-08
46544,2014-10-30
46544,2014-11-16
46544,2014-12-01
46544,2015-03-07
46544,2015-08-17
46544,2015-09-22
46544,2015-10-03
46544,2015-12-11
46544,2016-11-15
46544,2017-02-28
46544,2017-05-28
7097,2010-06-13
7097,2010-07-12
7097,2010-08-01
7097,2010-08-30
7097,2010-09-05
7097,2010-09-07
7097,2010-09-10
46544,2017-09-06
80924,2016-05-24
80924,2016-06-14
80924,2016-07-03
80924,2016-08-18
80924,2016-08-28
80924,2017-01-01
80924,2017-03-01
80924,2017-05-18
80924,2017-06-02
80924,2017-06-17
80924,2017-07-09
80924,2017-08-23
80924,2017-08-27
80924,2017-09-03
7097,2010-09-12
7097,2010-09-14
7097,2010-09-19
7097,2010-09-21
7097,2010-09-24
7097,2010-10-03
7097,2010-10-19
7097,2010-10-31
80924,2017-09-06
80924,2017-09-22
80924,2018-03-22
80924,2018-04-02
80924,2018-04-30
80924,2018-05-11
80924,2018-05-19
80924,2018-06-19
80924,2018-06-26
80924,2018-07-21
80924,2018-07-30
80924,2018-08-23
80924,2018-08-28
80924,2018-09-25
80924,2019-07-31
80924,2020-02-18
46544,2018-04-21
46544,2018-08-01
46544,2018-10-26
46544,2019-03-13
46544,2019-04-14
46544,2019-06-05
46544,2019-08-26
46544,2019-09-03
46544,2019-11-13
46544,2020-02-29
7097,2010-11-04
7097,2010-12-06
7097,2011-04-20
7097,2011-05-24
7097,2011-06-26
7097,2011-08-16
7097,2011-08-22
7097,2011-08-28
7097,2011-09-06
7097,2011-09-13
7097,2011-11-01
7097,2011-12-05
7097,2012-02-14
7097,2012-03-19
7097,2012-05-09
7097,2012-05-14
46544,2023-01-28
81564,2011-06-03
7097,2012-05-21
7097,2012-06-05
7097,2012-10-08
7097,2012-10-14
7097,2012-11-24
7097,2013-01-02
7097,2013-03-18
7097,2013-04-02
7097,2013-04-28
7097,2013-05-20
7097,2013-06-15
7097,2013-06-17
7097,2013-07-14
7097,2013-07-20
81564,2011-06-06
81564,2011-06-07
81564,2011-06-08
81564,2011-06-15
81564,2011-06-19
81564,2011-06-29
81564,2011-06-29
81564,2011-07-04
81564,2011-07-06
81564,2011-07-29
81564,2011-07-31
81564,2011-08-06
81564,2011-08-22
46544,2024-01-04
7097,2013-08-13
7097,2013-09-14
7097,2013-09-29
7097,2013-10-15
7097,2013-10-29
81564,2011-08-23
81564,2011-09-05
81564,2011-09-06
81564,2011-09-10
81564,2011-09-11
81564,2011-10-02
81564,2011-10-04
81564,2011-10-17
81564,2011-10-22
81564,2011-10-30
81564,2011-11-01
81564,2011-11-21
81564,2011-11-28
81564,2011-12-12
81564,2011-12-20
81564,2011-12-22
81564,2012-01-06
7097,2013-11-07
81564,2012-01-09
81564,2012-01-24
81564,2012-02-10
81564,2012-02-18
81564,2012-03-09
81564,2012-03-24
81564,2012-04-18
81564,2012-04-19
81564,2012-04-20
81564,2012-04-26
81564,2012-05-02
81564,2012-05-06
81564,2012-05-07
46911,2010-09-27
46911,2010-11-08
7097,2013-11-25
7097,2013-12-02
7097,2014-04-30
7097,2014-05-19
7097,2014-05-24
7097,2014-05-27
7097,2014-06-02
7097,2014-06-09
7097,2014-06-26
7097,2014-09-08
7097,2014-10-21
7097,2014-10-24
7097,2014-10-26
7097,2014-12-16
7097,2015-01-02
46911,2011-04-17
81564,2012-05-19
81564,2012-05-25
81564,2012-05-27
81564,2012-05-30
81564,2012-06-16
81564,2012-06-18
81564,2012-06-24
81564,2012-06-27
81564,2012-08-09
81564,2012-08-22
81564,2012-09-20
81564,2012-09-22
7097,2015-01-19
7097,2015-03-04
7097,2015-04-12
7097,2015-05-08
7097,2015-05-22
7097,2015-06-01
7097,2015-06-05
7097,2015-06-27
7097,2015-08-03
7097,2015-08-19
7097,2015-09-07
81564,2012-10-08
81564,2012-10-27
81564,2012-11-04
81564,2012-11-07
81564,2012-11-08
81564,2012-11-12
81564,2012-11-25
81564,2012-12-14
81564,2012-12-17
81564,2012-12-27
81564,2012-12-29
81564,2013-03-26
81564,2013-04-01
81564,2013-05-06
81564,2013-06-05
7097,2015-09-13
7097,2015-09-21
7097,2015-09-22
81564,2013-06-11
81564,2013-06-18
81564,2013-07-07
81564,2013-07-08
81564,2013-07-17
81564,2013-07-21
81564,2013-07-23
